timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,Type,Elapsed,Latency
1.74E+12,361,/jforum/user/profile/2.page-393,200,,user2 4-24,text,TRUE,,7290,535,7,132,http://172.26.129.206:8080/jforum/user/profile/2.page,361,0,0,,,,,,,Type38,,
1.74E+12,719,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-526,200,,Admin2 2-14,text,TRUE,,17546,3600,25,132,http://172.26.129.206:8080/jforum/forums/list.page,12,0,0,,,,,,,Type62,,
1.74E+12,12,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-526-0,302,,Admin2 2-14,,TRUE,,197,2352,25,132,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,12,0,0,,,,,,,Type38,,
1.74E+12,317,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-526-1,301,,Admin2 2-14,text,TRUE,,166,644,25,132,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=NUGD-LHCJ-DM0H-OE4W-RG8D-W1R1-2V4P-1ZZV,317,0,0,,,,,,,Type38,,
1.74E+12,390,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-526-2,200,,Admin2 2-14,text,TRUE,,17183,604,25,132,http://172.26.129.206:8080/jforum/forums/list.page,390,0,6,,,,,,,Type38,,
1.74E+12,363,/jforum/posts/reply/0/1.page-713,200,,User2N 6-13,text,TRUE,,29386,555,25,132,http://172.26.129.206:8080/jforum/posts/reply/0/1.page,363,0,0,,,,,,,Type38,,
1.74E+12,688,/jforum/user/registrationComplete.page-322,200,,User1N 5-1,text,TRUE,,17331,1338,25,132,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=UB8U-VD6T-B06L-S8VZ-2IXT-T6K3-86HT-6IFV,271,0,0,,,,,,,Type50,,
1.74E+12,271,/jforum/user/registrationComplete.page-322-0,302,,User1N 5-1,,TRUE,,213,676,25,132,http://172.26.129.206:8080/jforum/user/registrationComplete.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,271,0,0,,,,,,,Type63,,
1.74E+12,417,/jforum/user/registrationComplete.page-322-1,200,,User1N 5-1,text,TRUE,,17118,662,25,132,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=UB8U-VD6T-B06L-S8VZ-2IXT-T6K3-86HT-6IFV,417,0,0,,,,,,,Type63,,
1.74E+12,431,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705,200,,User2N 6-15,text,TRUE,,17481,4858,25,132,http://172.26.129.206:8080/jforum/forums/list.page,13,0,0,,,,,,,Type63,,
1.74E+12,13,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705-0,302,,User2N 6-15,,TRUE,,197,3548,25,132,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,13,0,0,,,,,,,Type38,,
1.74E+12,17,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705-1,301,,User2N 6-15,text,TRUE,,166,675,25,132,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=EDI9-JUGH-RQF4-9JQD-IDQN-FJ17-I1F3-NH8O,17,0,0,,,,,,,Type38,,
1.74E+12,401,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705-2,200,,User2N 6-15,text,TRUE,,17118,635,25,132,http://172.26.129.206:8080/jforum/forums/list.page,401,0,8,,,,,,,Type38,,
1.74E+12,360,/jforum/posts/list/2.page-324,200,,user1 3-6,text,TRUE,,5258,594,25,132,http://172.26.129.206:8080/jforum/posts/list/2.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,359,0,0,,,,,,,Type38,,
1.74E+12,387,/jforum/forums/show/1.page-184,200,,Admin 1-9,text,TRUE,,16009,554,25,132,http://172.26.129.206:8080/jforum/forums/show/1.page,387,0,0,,,,,,,Type47,,
1.74E+12,733,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705,200,,User2N 6-22,text,TRUE,,17481,5013,25,132,http://172.26.129.206:8080/jforum/forums/list.page,13,0,0,,,,,,,Type34,,
1.74E+12,13,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705-0,302,,User2N 6-22,,TRUE,,197,3703,25,132,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,13,0,0,,,,,,,Type38,,
1.74E+12,313,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705-1,301,,User2N 6-22,text,TRUE,,166,675,25,132,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=PJXR-BEGN-AROV-2SGF-NQGA-MQVI-IFOT-0XZA,313,0,0,,,,,,,Type38,,
1.74E+12,367,/jforum/forums/watchForum/1.page-187,200,,Admin 1-18,text,TRUE,,256,670,25,132,http://172.26.129.206:8080/jforum/forums/watchForum/1.page,367,0,0,,,,,,,Type38,,
1.74E+12,407,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-705-2,200,,User2N 6-22,text,TRUE,,17118,635,25,132,http://172.26.129.206:8080/jforum/forums/list.page,407,0,7,,,,,,,Type35,,
1.74E+12,369,/jforum/adminGroups/edit/2.page-530,200,,Admin2 2-13,text,TRUE,,2581,575,25,132,http://172.26.129.206:8080/jforum/adminGroups/edit/2.page,369,0,0,,,,,,,Type38,,
1.74E+12,622,/jforum/posts/list/1.page-711,200,,User2N 6-24,text,TRUE,,16808,557,25,132,http://172.26.129.206:8080/jforum/posts/list/1.page,622,0,0,,,,,,,Type17,,
1.74E+12,678,/jforum/jforum.page-532,200,,Admin2 2-4,text,TRUE,,17546,2205,25,132,http://172.26.129.206:8080/jforum/forums/list.page,15,0,0,,,,,,,Type47,,
1.74E+12,15,/jforum/jforum.page-532-0,302,,Admin2 2-4,,TRUE,,197,859,25,132,http://172.26.129.206:8080/jforum/jforum.page,15,0,0,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page-532-1,301,,Admin2 2-4,text,TRUE,,166,693,25,132,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=O0B8-6O6Y-ZIOM-2KT6-NU4X-N5BG-T9DN-XC4F,12,0,0,,,,,,,Type38,,
1.74E+12,651,/jforum/jforum.page-532-2,200,,Admin2 2-4,text,TRUE,,17183,653,25,132,http://172.26.129.206:8080/jforum/forums/list.page,651,0,6,,,,,,,Type38,,
1.74E+12,759,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333,200,,User1N 5-2,text,TRUE,,17481,4795,25,132,http://172.26.129.206:8080/jforum/forums/list.page,14,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-0,302,,User1N 5-2,,TRUE,,197,3587,25,132,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,14,0,0,,,,,,,Type38,,
1.74E+12,329,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-1,301,,User1N 5-2,text,TRUE,,166,624,25,132,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=4XS4-DYIZ-K3ZS-PQBC-RAOL-XMJN-R0XT-F6BY,329,0,0,,,,,,,Type38,,
1.74E+12,416,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-2,200,,User1N 5-2,text,TRUE,,17118,584,25,132,http://172.26.129.206:8080/jforum/forums/list.page,415,0,6,,,,,,,Type38,,
1.74E+12,375,/jforum/posts/list/2.page-324,200,,user1 3-7,text,TRUE,,5258,594,25,132,http://172.26.129.206:8080/jforum/posts/list/2.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,375,0,0,,,,,,,Type38,,
1.74E+12,413,/jforum/recentTopics/list.page-709,200,,User2N 6-25,text,TRUE,,7347,559,25,132,http://172.26.129.206:8080/jforum/recentTopics/list.page,413,0,0,,,,,,,Type47,,
1.74E+12,377,/jforum/js/list/moderation.page-201,200,,Admin 1-4,text,TRUE,,1896,401,25,132,http://172.26.129.206:8080/jforum/js/list/moderation.page,377,0,0,,,,,,,Type53,,
1.74E+12,411,/jforum/forums/list.page-195,200,,Admin 1-5,text,TRUE,,17183,597,25,132,http://172.26.129.206:8080/jforum/forums/list.page,411,0,0,,,,,,,Type39,,
1.74E+12,377,/jforum/js/list/moderation.page-185,200,,Admin 1-7,text,TRUE,,1896,401,25,132,http://172.26.129.206:8080/jforum/js/list/moderation.page,377,0,0,,,,,,,Type32,,
1.74E+12,387,/jforum/posts/list/2.page-324,200,,user1 3-5,text,TRUE,,5258,594,25,132,http://172.26.129.206:8080/jforum/posts/list/2.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,387,0,0,,,,,,,Type39,,
1.74E+12,398,/jforum/user/profile/2.page-318,200,,user1 3-16,text,TRUE,,7290,534,25,132,http://172.26.129.206:8080/jforum/user/profile/2.page,398,0,0,,,,,,,Type47,,
1.74E+12,496,/jforum/jforum.page-320,200,,User1N 5-19,text,TRUE,,17481,2320,25,132,http://172.26.129.206:8080/jforum/forums/list.page,15,0,0,,,,,,,Type62,,
1.74E+12,15,/jforum/jforum.page-320-0,302,,User1N 5-19,,TRUE,,197,902,25,132,http://172.26.129.206:8080/jforum/jforum.page,15,0,0,,,,,,,Type38,,
1.74E+12,8,/jforum/jforum.page-320-1,301,,User1N 5-19,text,TRUE,,166,729,25,132,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=UFKV-T953-CFV1-VG5Z-WV4H-X829-5AGO-57SB,8,0,0,,,,,,,Type38,,
1.74E+12,473,/jforum/jforum.page-320-2,200,,User1N 5-19,text,TRUE,,17118,689,25,132,http://172.26.129.206:8080/jforum/forums/list.page,473,0,7,,,,,,,Type38,,
1.74E+12,294,/jforum/ping_session.jsp-186,200,,Admin 1-1,text,TRUE,,543,545,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,294,0,0,,,,,,,Type38,,
1.74E+12,420,/jforum/user/profile/2.page-318,200,,user1 3-15,text,TRUE,,7290,534,25,132,http://172.26.129.206:8080/jforum/user/profile/2.page,420,0,0,,,,,,,Type41,,
1.74E+12,357,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333,200,,User1N 5-25,text,TRUE,,17481,4857,25,132,http://172.26.129.206:8080/jforum/forums/list.page,17,0,0,,,,,,,Type62,,
1.74E+12,17,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-0,302,,User1N 5-25,,TRUE,,197,3649,25,132,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,17,0,0,,,,,,,Type38,,
1.74E+12,9,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-1,301,,User1N 5-25,text,TRUE,,166,624,25,132,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=TDO1-0B31-YBAG-3B5T-SKGU-AN6Z-SJP1-J3G2,9,0,0,,,,,,,Type38,,
1.74E+12,331,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-2,200,,User1N 5-25,text,TRUE,,17118,584,25,132,http://172.26.129.206:8080/jforum/forums/list.page,331,0,9,,,,,,,Type38,,
1.74E+12,647,/jforum/forums/show/2.page-330,200,,user1 3-1,text,TRUE,,5275,532,25,132,http://172.26.129.206:8080/jforum/forums/show/2.page,647,0,0,,,,,,,Type38,,
1.74E+12,1112,/jforum/posts/list/1.page-711,200,,User2N 6-12,text,TRUE,,16808,557,25,132,http://172.26.129.206:8080/jforum/posts/list/1.page,1111,0,0,,,,,,,Type34,,
1.74E+12,406,/jforum/js/list/moderation.page-185,200,,Admin 1-17,text,TRUE,,1896,401,25,132,http://172.26.129.206:8080/jforum/js/list/moderation.page,406,0,0,,,,,,,Type47,,
1.74E+12,446,/jforum/recentTopics/list.page-709,200,,User2N 6-21,text,TRUE,,7347,559,25,132,http://172.26.129.206:8080/jforum/recentTopics/list.page,446,0,0,,,,,,,Type39,,
1.74E+12,419,/jforum/user/profile/4.page-707,200,,User2N 6-17,text,TRUE,,5236,604,25,132,http://172.26.129.206:8080/jforum/user/profile/4.page,419,0,0,,,,,,,Type53,,
1.74E+12,11,/jforum/ping_session.jsp-706,200,,User2N 6-9,text,TRUE,,543,598,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type62,,
1.74E+12,469,/jforum/posts/listByUser/2.page-177,200,,Admin 1-24,text,TRUE,,12734,550,25,132,http://172.26.129.206:8080/jforum/posts/listByUser/2.page,469,0,0,,,,,,,Type41,,
1.74E+12,442,/jforum/user/profile/2.page-318,200,,user1 3-11,text,TRUE,,7290,534,25,132,http://172.26.129.206:8080/jforum/user/profile/2.page,441,0,0,,,,,,,Type48,,
1.74E+12,423,/jforum/adminGroups/list.page-528,200,,Admin2 2-17,text,TRUE,,3258,569,25,132,http://172.26.129.206:8080/jforum/adminGroups/list.page,423,0,0,,,,,,,Type62,,
1.74E+12,452,/jforum/recentTopics/list.page-709,200,,User2N 6-20,text,TRUE,,7347,559,25,132,http://172.26.129.206:8080/jforum/recentTopics/list.page,452,0,0,,,,,,,Type19,,
1.74E+12,457,/jforum/recentTopics/list.page-709,200,,User2N 6-3,text,TRUE,,7347,559,25,132,http://172.26.129.206:8080/jforum/recentTopics/list.page,457,0,0,,,,,,,Type53,,
1.74E+12,804,/jforum/user/registrationComplete.page-322,200,,User1N 5-14,text,TRUE,,17331,1338,25,132,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=1NUH-J4F0-L3KS-XQCT-LRGX-ROA5-G5TF-ZW9W,320,0,0,,,,,,,Type53,,
1.74E+12,320,/jforum/user/registrationComplete.page-322-0,302,,User1N 5-14,,TRUE,,213,676,25,132,http://172.26.129.206:8080/jforum/user/registrationComplete.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,320,0,0,,,,,,,Type63,,
1.74E+12,483,/jforum/user/registrationComplete.page-322-1,200,,User1N 5-14,text,TRUE,,17118,662,25,132,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=1NUH-J4F0-L3KS-XQCT-LRGX-ROA5-G5TF-ZW9W,482,0,0,,,,,,,Type63,,
1.74E+12,452,/jforum/recentTopics/list.page-709,200,,User2N 6-11,text,TRUE,,7347,559,25,132,http://172.26.129.206:8080/jforum/recentTopics/list.page,452,0,0,,,,,,,Type63,,
1.74E+12,450,/jforum/recentTopics/list.page-709,200,,User2N 6-19,text,TRUE,,7347,559,25,132,http://172.26.129.206:8080/jforum/recentTopics/list.page,450,0,0,,,,,,,Type53,,
1.74E+12,704,/jforum/posts/preList/2/2.page-322,200,,user1 3-9,text,TRUE,,5475,1137,25,132,http://172.26.129.206:8080/jforum/posts/list/2.page?OWASP_CSRFTOKEN=99S0-03H7-744I-48AB-UQN8-6N6H-F6SN-W10D#p2,278,0,0,,,,,,,Type53,,
1.74E+12,278,/jforum/posts/preList/2/2.page-322-0,302,,user1 3-9,,TRUE,,217,543,25,132,http://172.26.129.206:8080/jforum/posts/preList/2/2.page,278,0,0,,,,,,,Type49,,
1.74E+12,425,/jforum/posts/preList/2/2.page-322-1,200,,user1 3-9,text,TRUE,,5258,594,25,132,http://172.26.129.206:8080/jforum/posts/list/2.page?OWASP_CSRFTOKEN=99S0-03H7-744I-48AB-UQN8-6N6H-F6SN-W10D#p2,425,0,0,,,,,,,Type49,,
1.74E+12,1150,/jforum/posts/watch/0/1.page-317,200,,user1 3-18,text,TRUE,,16808,649,25,132,http://172.26.129.206:8080/jforum/posts/watch/0/1.page,1150,0,0,,,,,,,Type49,,
1.74E+12,456,/jforum/forums/list.page-195,200,,Admin 1-2,text,TRUE,,17183,597,25,132,http://172.26.129.206:8080/jforum/forums/list.page,455,0,0,,,,,,,Type52,,
1.74E+12,14,/jforum/templates/default/js/post_show.js-342,200,,User1N 5-4,text,TRUE,,1446,428,25,132,http://172.26.129.206:8080/jforum/templates/default/js/post_show.js?1733111089403,14,0,0,,,,,,,Type32,,
1.74E+12,12,/jforum/ping_session.jsp-527,200,,Admin2 2-10,text,TRUE,,543,614,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type54,,
1.74E+12,433,/jforum/user/profile/4.page-707,200,,User2N 6-5,text,TRUE,,5236,604,25,132,http://172.26.129.206:8080/jforum/user/profile/4.page,433,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-531,200,,Admin2 2-15,text,TRUE,,543,570,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type62,,
1.74E+12,13,/jforum/ping_session.jsp-191,200,,Admin 1-3,text,TRUE,,543,594,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-334,200,,User1N 5-11,text,TRUE,,543,598,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-535,200,,Admin2 2-5,text,TRUE,,543,570,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,14,/jforum/ping_session.jsp-325,200,,User1N 5-24,text,TRUE,,543,617,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-321,200,,user1 3-13,text,TRUE,,543,534,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-325,200,,User1N 5-23,text,TRUE,,543,617,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-712,200,,User2N 6-8,text,TRUE,,543,548,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-398,200,,user2 4-10,text,TRUE,,543,522,7,132,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,16,/jforum/ping_session.jsp-712,200,,User2N 6-18,text,TRUE,,543,548,25,132,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,,,,,,Type41,,
1.74E+12,14,/jforum/ping_session.jsp-183,200,,Admin 1-19,text,TRUE,,543,549,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,16,/jforum/ping_session.jsp-325,200,,User1N 5-8,text,TRUE,,543,617,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,,,,,,Type41,,
1.74E+12,16,/jforum/ping_session.jsp-712,200,,User2N 6-6,text,TRUE,,543,548,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,,,,,,Type41,,
1.74E+12,14,/jforum/ping_session.jsp-394,200,,user2 4-19,text,TRUE,,543,530,6,131,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/ping_session.jsp-325,200,,User1N 5-16,text,TRUE,,543,617,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,15,0,0,,,,,,,Type41,,
1.74E+12,610,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333,200,,User1N 5-20,text,TRUE,,17481,4857,25,131,http://172.26.129.206:8080/jforum/forums/list.page,13,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-0,302,,User1N 5-20,,TRUE,,197,3649,25,131,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,13,0,0,,,,,,,Type38,,
1.74E+12,8,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-1,301,,User1N 5-20,text,TRUE,,166,624,25,131,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=FVF5-F1AT-VCB1-QR62-LUV0-FJ5E-A47B-5BT8,8,0,0,,,,,,,Type38,,
1.74E+12,588,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-333-2,200,,User1N 5-20,text,TRUE,,17118,584,25,131,http://172.26.129.206:8080/jforum/forums/list.page,588,0,7,,,,,,,Type38,,
1.74E+12,324,/jforum/posts/list/2.page-324,200,,user1 3-8,text,TRUE,,5258,594,25,131,http://172.26.129.206:8080/jforum/posts/list/2.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,324,0,0,,,,,,,Type38,,
1.74E+12,324,/jforum/user/profile/2.page-318,200,,user1 3-24,text,TRUE,,7290,534,25,131,http://172.26.129.206:8080/jforum/user/profile/2.page,324,0,0,,,,,,,Type47,,
1.74E+12,1098,/jforum/forums/show/1.page-389,200,,user2 4-18,text,TRUE,,12605,534,6,131,http://172.26.129.206:8080/jforum/forums/show/1.page,1098,0,0,,,,,,,Type62,,
1.74E+12,454,/jforum/user/profile/4.page-707,200,,User2N 6-14,text,TRUE,,5236,604,25,131,http://172.26.129.206:8080/jforum/user/profile/4.page,454,0,0,,,,,,,Type34,,
1.74E+12,303,/jforum/ping_session.jsp-183,200,,Admin 1-14,text,TRUE,,543,549,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,303,0,0,,,,,,,Type62,,
1.74E+12,577,/jforum/recentTopics/list.page-182,200,,Admin 1-20,text,TRUE,,8422,559,25,131,http://172.26.129.206:8080/jforum/recentTopics/list.page,577,0,0,,,,,,,Type41,,
1.74E+12,305,/jforum/ping_session.jsp-517,200,,Admin2 2-25,text,TRUE,,543,581,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,305,0,0,,,,,,,Type53,,
1.74E+12,307,/jforum/ping_session.jsp-186,200,,Admin 1-12,text,TRUE,,543,545,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,307,0,0,,,,,,,Type41,,
1.74E+12,627,/jforum/jforum.page-320,200,,User1N 5-10,text,TRUE,,17481,2320,25,131,http://172.26.129.206:8080/jforum/forums/list.page,13,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/jforum.page-320-0,302,,User1N 5-10,,TRUE,,197,902,25,131,http://172.26.129.206:8080/jforum/jforum.page,13,0,0,,,,,,,Type38,,
1.74E+12,11,/jforum/jforum.page-320-1,301,,User1N 5-10,text,TRUE,,166,729,25,131,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=M7JD-UPIY-ZPF7-AEXV-AUKW-TXNS-5GY0-TFY5,10,0,0,,,,,,,Type38,,
1.74E+12,603,/jforum/jforum.page-320-2,200,,User1N 5-10,text,TRUE,,17118,689,25,131,http://172.26.129.206:8080/jforum/forums/list.page,603,0,6,,,,,,,Type38,,
1.74E+12,25,/jforum/ping_session.jsp-183,200,,Admin 1-8,text,TRUE,,543,549,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,,,,,,Type38,,
1.74E+12,25,/jforum/ping_session.jsp-531,200,,Admin2 2-7,text,TRUE,,543,570,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,,,,,,Type41,,
1.74E+12,24,/jforum/ping_session.jsp-533,200,,Admin2 2-6,text,TRUE,,543,558,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-519,200,,Admin2 2-24,text,TRUE,,543,568,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,23,/jforum/ping_session.jsp-333,200,,user1 3-2,text,TRUE,,543,528,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,23,0,0,,,,,,,Type41,,
1.74E+12,24,/jforum/ping_session.jsp-325,200,,User1N 5-6,text,TRUE,,543,617,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,,,,,,Type41,,
1.74E+12,21,/jforum/ping_session.jsp-533,200,,Admin2 2-1,text,TRUE,,543,558,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,21,0,0,,,,,,,Type41,,
1.74E+12,24,/jforum/ping_session.jsp-712,200,,User2N 6-4,text,TRUE,,543,548,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-398,200,,user2 4-22,text,TRUE,,543,522,6,131,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-394,200,,user2 4-24,text,TRUE,,543,530,6,131,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,21,/jforum/ping_session.jsp-706,200,,User2N 6-22,text,TRUE,,543,598,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,21,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-527,200,,Admin2 2-14,text,TRUE,,543,614,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-531,200,,Admin2 2-13,text,TRUE,,543,570,25,131,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
