timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,Type,Elapsed,Response Time
1.74E+12,628,/jforum/user/login.page-684,200,,User2N 6-20,text,TRUE,,6785,552,25,150,http://172.26.129.206:8080/jforum/user/login.page,628,0,7,,,,,,,Type60,,
1.74E+12,1031,/jforum/adminUsers/pendingActivations.page-516,200,,Admin2 2-10,text,TRUE,,6713,1813,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=MEFH-RCGZ-YH6L-ZUEE-N9S7-LRLH-PB5O-4EV4,82,0,0,,,,,,,Type28,,
1.74E+12,82,/jforum/adminUsers/pendingActivations.page-516-0,302,,Admin2 2-10,,TRUE,,215,566,25,150,http://172.26.129.206:8080/jforum/adminUsers/pendingActivations.page,82,0,0,,,,,,,Type28,,
1.74E+12,275,/jforum/adminUsers/pendingActivations.page-516-1,302,,Admin2 2-10,,TRUE,,250,606,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=MEFH-RCGZ-YH6L-ZUEE-N9S7-LRLH-PB5O-4EV4,275,0,0,,,,,,,Type28,,
1.74E+12,674,/jforum/adminUsers/pendingActivations.page-516-2,200,,Admin2 2-10,text,TRUE,,6248,641,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=MEFH-RCGZ-YH6L-ZUEE-N9S7-LRLH-PB5O-4EV4,674,0,0,,,,,,,Type28,,
1.74E+12,911,/jforum/admBase/menu.page-513,200,,Admin2 2-17,text,TRUE,,6714,1799,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=W8PX-YEHY-BMG1-YOWK-E2UK-ZJP5-TT81-9JYW,253,0,0,,,,,,,Type4,,
1.74E+12,253,/jforum/admBase/menu.page-513-0,302,,Admin2 2-17,,TRUE,,215,550,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,253,0,0,,,,,,,Type4,,
1.74E+12,256,/jforum/admBase/menu.page-513-1,302,,Admin2 2-17,,TRUE,,250,607,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=W8PX-YEHY-BMG1-YOWK-E2UK-ZJP5-TT81-9JYW,256,0,0,,,,,,,Type4,,
1.74E+12,397,/jforum/admBase/menu.page-513-2,200,,Admin2 2-17,text,TRUE,,6249,642,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=W8PX-YEHY-BMG1-YOWK-E2UK-ZJP5-TT81-9JYW,397,0,0,,,,,,,Type4,,
1.74E+12,912,/jforum/adminForums/edit/1.page-520,200,,Admin2 2-6,text,TRUE,,6717,1814,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=SNYE-0X9P-ECVL-TJ5N-798K-NLIF-LL27-A3M6,258,0,0,,,,,,,Type14,,
1.74E+12,258,/jforum/adminForums/edit/1.page-520-0,302,,Admin2 2-6,,TRUE,,215,559,25,150,http://172.26.129.206:8080/jforum/adminForums/edit/1.page,258,0,0,,,,,,,Type14,,
1.74E+12,259,/jforum/adminForums/edit/1.page-520-1,302,,Admin2 2-6,,TRUE,,250,610,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=SNYE-0X9P-ECVL-TJ5N-798K-NLIF-LL27-A3M6,259,0,0,,,,,,,Type14,,
1.74E+12,390,/jforum/adminForums/edit/1.page-520-2,200,,Admin2 2-6,text,TRUE,,6252,645,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=SNYE-0X9P-ECVL-TJ5N-798K-NLIF-LL27-A3M6,390,0,0,,,,,,,Type14,,
1.74E+12,661,/jforum/forums/show/1.page-389,200,,user2 4-4,text,TRUE,,27966,534,25,150,http://172.26.129.206:8080/jforum/forums/show/1.page,661,0,0,,,,,,,Type34,,
1.74E+12,908,/jforum/admBase/main.page-514,200,,Admin2 2-11,text,TRUE,,6714,1799,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=VQCO-NMDB-334G-I51U-VTN3-TS61-8H5X-YHCK,258,0,0,,,,,,,Type3,,
1.74E+12,258,/jforum/admBase/main.page-514-0,302,,Admin2 2-11,,TRUE,,215,550,25,150,http://172.26.129.206:8080/jforum/admBase/main.page,258,0,0,,,,,,,Type3,,
1.74E+12,262,/jforum/admBase/main.page-514-1,302,,Admin2 2-11,,TRUE,,250,607,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=VQCO-NMDB-334G-I51U-VTN3-TS61-8H5X-YHCK,262,0,0,,,,,,,Type3,,
1.74E+12,386,/jforum/admBase/main.page-514-2,200,,Admin2 2-11,text,TRUE,,6249,642,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=VQCO-NMDB-334G-I51U-VTN3-TS61-8H5X-YHCK,386,0,0,,,,,,,Type3,,
1.74E+12,909,/jforum/admBase/menu.page-513,200,,Admin2 2-15,text,TRUE,,6714,1799,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=2IID-R8B1-9VXT-KPDS-6GE9-H5GO-WZO6-BF7S,258,0,0,,,,,,,Type4,,
1.74E+12,258,/jforum/admBase/menu.page-513-0,302,,Admin2 2-15,,TRUE,,215,550,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,258,0,0,,,,,,,Type4,,
1.74E+12,263,/jforum/admBase/menu.page-513-1,302,,Admin2 2-15,,TRUE,,250,607,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=2IID-R8B1-9VXT-KPDS-6GE9-H5GO-WZO6-BF7S,263,0,0,,,,,,,Type4,,
1.74E+12,387,/jforum/admBase/menu.page-513-2,200,,Admin2 2-15,text,TRUE,,6249,642,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=2IID-R8B1-9VXT-KPDS-6GE9-H5GO-WZO6-BF7S,387,0,0,,,,,,,Type4,,
1.74E+12,682,/jforum/forums/show/1.page-308,200,,user1 3-10,text,TRUE,,27966,532,25,150,http://172.26.129.206:8080/jforum/forums/show/1.page,682,0,0,,,,,,,Type34,,
1.74E+12,658,/jforum/captcha/generate/1732240274118.page-374,200,,user2 4-22,,TRUE,,2549,535,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1732240274118.page,658,0,0,,,,,,,Type31,,
1.74E+12,390,/jforum/forums/list.page-328,200,,user1 3-2,text,TRUE,,27908,587,25,150,http://172.26.129.206:8080/jforum/forums/list.page,390,0,0,,,,,,,Type32,,
1.74E+12,388,/jforum/forums/list.page-383,200,,user2 4-23,text,TRUE,,27907,530,25,150,http://172.26.129.206:8080/jforum/forums/list.page,388,0,0,,,,,,,Type32,,
1.74E+12,425,/jforum/user/registrationComplete.page-697,200,,User2N 6-13,text,TRUE,,28121,1338,25,150,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=PESR-NPRM-GZY3-M64A-CL89-QWYJ-B322-KO3L,21,0,0,,,,,,,Type63,,
1.74E+12,21,/jforum/user/registrationComplete.page-697-0,302,,User2N 6-13,,TRUE,,213,676,25,150,http://172.26.129.206:8080/jforum/user/registrationComplete.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,21,0,0,,,,,,,Type63,,
1.74E+12,402,/jforum/user/registrationComplete.page-697-1,200,,User2N 6-13,text,TRUE,,27908,662,25,150,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=PESR-NPRM-GZY3-M64A-CL89-QWYJ-B322-KO3L,401,0,0,,,,,,,Type63,,
1.74E+12,911,/jforum/admBase/menu.page-204,200,,Admin 1-2,text,TRUE,,6714,1739,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=HZ0K-K5HG-1WWC-G1JW-OSZ7-WV38-W2M5-LUBA,253,0,0,,,,,,,Type4,,
1.74E+12,253,/jforum/admBase/menu.page-204-0,302,,Admin 1-2,,TRUE,,215,530,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,253,0,0,,,,,,,Type4,,
1.74E+12,256,/jforum/admBase/menu.page-204-1,302,,Admin 1-2,,TRUE,,250,587,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=HZ0K-K5HG-1WWC-G1JW-OSZ7-WV38-W2M5-LUBA,256,0,0,,,,,,,Type4,,
1.74E+12,399,/jforum/admBase/menu.page-204-2,200,,Admin 1-2,text,TRUE,,6249,622,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=HZ0K-K5HG-1WWC-G1JW-OSZ7-WV38-W2M5-LUBA,399,0,0,,,,,,,Type4,,
1.74E+12,384,/jforum/user/insert.page-690,200,,User2N 6-23,text,TRUE,,6649,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,384,0,0,,,,,,,Type58,,
1.74E+12,667,/jforum/posts/list/2.page-385,200,,user2 4-5,text,TRUE,,5258,531,25,150,http://172.26.129.206:8080/jforum/posts/list/2.page,667,0,0,,,,,,,Type47,,
1.74E+12,946,/jforum/admBase/main.page-514,200,,Admin2 2-8,text,TRUE,,6714,1799,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=JWJT-UO45-L7B5-LDMW-TORT-LIVT-L8F3-0FJE,271,0,0,,,,,,,Type3,,
1.74E+12,271,/jforum/admBase/main.page-514-0,302,,Admin2 2-8,,TRUE,,215,550,25,150,http://172.26.129.206:8080/jforum/admBase/main.page,271,0,0,,,,,,,Type3,,
1.74E+12,671,/jforum/bookmarks/insert/2/1.page-313,200,,user1 3-6,text,TRUE,,5272,540,25,150,http://172.26.129.206:8080/jforum/bookmarks/insert/2/1.page,671,0,0,,,,,,,Type29,,
1.74E+12,273,/jforum/admBase/main.page-514-1,302,,Admin2 2-8,,TRUE,,250,607,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=JWJT-UO45-L7B5-LDMW-TORT-LIVT-L8F3-0FJE,273,0,0,,,,,,,Type3,,
1.74E+12,398,/jforum/admBase/main.page-514-2,200,,Admin2 2-8,text,TRUE,,6249,642,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=JWJT-UO45-L7B5-LDMW-TORT-LIVT-L8F3-0FJE,398,0,0,,,,,,,Type3,,
1.74E+12,916,/jforum/admBase/login.page-203,200,,Admin 1-3,text,TRUE,,6499,1159,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=RNRK-TN4Z-5LTU-LY87-YVAB-Z6SF-77TA-18KY,249,0,0,,,,,,,Type2,,
1.74E+12,249,/jforum/admBase/login.page-203-0,302,,Admin 1-3,,TRUE,,250,534,25,150,http://172.26.129.206:8080/jforum/admBase/login.page,249,0,0,,,,,,,Type2,,
1.74E+12,667,/jforum/admBase/login.page-203-1,200,,Admin 1-3,text,TRUE,,6249,625,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=RNRK-TN4Z-5LTU-LY87-YVAB-Z6SF-77TA-18KY,667,0,0,,,,,,,Type2,,
1.74E+12,709,/jforum/posts/list/1.page-310,200,,user1 3-7,text,TRUE,,27790,533,25,150,http://172.26.129.206:8080/jforum/posts/list/1.page,709,0,0,,,,,,,Type47,,
1.74E+12,676,/jforum/posts/list/2.page-385,200,,user2 4-7,text,TRUE,,5258,531,25,150,http://172.26.129.206:8080/jforum/posts/list/2.page,676,0,0,,,,,,,Type47,,
1.74E+12,677,/jforum/forums/show/2.page-301,200,,user1 3-16,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,677,0,0,,,,,,,Type34,,
1.74E+12,385,/jforum/captcha/generate/1733112617188.page-694,200,,User2N 6-1,,TRUE,,1987,555,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1733112617188.page,385,0,0,,,,,,,Type31,,
1.74E+12,404,/jforum/forums/show/1.page-308,200,,user1 3-18,text,TRUE,,27966,532,25,150,http://172.26.129.206:8080/jforum/forums/show/1.page,404,0,0,,,,,,,Type34,,
1.74E+12,679,/jforum/forums/show/2.page-301,200,,user1 3-17,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,679,0,0,,,,,,,Type34,,
1.74E+12,674,/jforum/bookmarks/insert/2/1.page-313,200,,user1 3-5,text,TRUE,,5272,540,25,150,http://172.26.129.206:8080/jforum/bookmarks/insert/2/1.page,674,0,0,,,,,,,Type29,,
1.74E+12,1030,/jforum/admBase/menu.page-513,200,,Admin2 2-14,text,TRUE,,6714,1799,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=QQN9-37CH-9BO4-WGEJ-DVN9-ZNK9-HRD2-WDL5,66,0,0,,,,,,,Type4,,
1.74E+12,66,/jforum/admBase/menu.page-513-0,302,,Admin2 2-14,,TRUE,,215,550,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,66,0,0,,,,,,,Type4,,
1.74E+12,279,/jforum/admBase/menu.page-513-1,302,,Admin2 2-14,,TRUE,,250,607,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=QQN9-37CH-9BO4-WGEJ-DVN9-ZNK9-HRD2-WDL5,279,0,0,,,,,,,Type4,,
1.74E+12,685,/jforum/admBase/menu.page-513-2,200,,Admin2 2-14,text,TRUE,,6249,642,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=QQN9-37CH-9BO4-WGEJ-DVN9-ZNK9-HRD2-WDL5,685,0,0,,,,,,,Type4,,
1.74E+12,385,/jforum/user/login.page-306,200,,User1N 5-16,text,TRUE,,6247,549,25,150,http://172.26.129.206:8080/jforum/user/login.page,385,0,0,,,,,,,Type60,,
1.74E+12,384,/jforum/ping_session.jsp-307,200,,User1N 5-21,text,TRUE,,543,546,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,384,0,0,,,,,,,Type41,,
1.74E+12,386,/jforum/ping_session.jsp-183,200,,Admin 1-16,text,TRUE,,543,533,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,386,0,0,,,,,,,Type41,,
1.74E+12,399,/jforum/topDownloads/list.page-379,200,,user2 4-17,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,399,0,0,,,,,,,Type55,,
1.74E+12,384,/jforum/ping_session.jsp-329,200,,user1 3-1,text,TRUE,,543,527,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,384,0,0,,,,,,,Type41,,
1.74E+12,387,/jforum/templates/default/images/button.gif-304,200,,User1N 5-20,bin,TRUE,,540,517,25,150,http://172.26.129.206:8080/jforum/templates/default/images/button.gif,387,0,0,,,,,,,Type54,,
1.74E+12,385,/jforum/ping_session.jsp-687,200,,User2N 6-24,text,TRUE,,543,547,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,385,0,0,,,,,,,Type41,,
1.74E+12,675,/jforum/forums/show/2.page-301,200,,user1 3-21,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,675,0,0,,,,,,,Type34,,
1.74E+12,10,/jforum/ping_session.jsp-378,200,,user2 4-24,text,TRUE,,543,534,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,10,0,0,,,,,,,Type41,,
1.74E+12,10,/jforum/ping_session.jsp-685,200,,User2N 6-25,text,TRUE,,543,546,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,10,0,0,,,,,,,Type41,,
1.74E+12,919,/jforum/admBase/login.page-203,200,,Admin 1-4,text,TRUE,,6499,1159,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=T7LE-2D6Q-MMAV-QV37-3WTJ-GSMC-0GQH-L5F7,240,0,0,,,,,,,Type2,,
1.74E+12,240,/jforum/admBase/login.page-203-0,302,,Admin 1-4,,TRUE,,250,534,25,150,http://172.26.129.206:8080/jforum/admBase/login.page,240,0,0,,,,,,,Type2,,
1.74E+12,679,/jforum/admBase/login.page-203-1,200,,Admin 1-4,text,TRUE,,6249,625,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=T7LE-2D6Q-MMAV-QV37-3WTJ-GSMC-0GQH-L5F7,679,0,0,,,,,,,Type2,,
1.74E+12,677,/jforum/forums/show/2.page-391,200,,user2 4-1,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,677,0,0,,,,,,,Type34,,
1.74E+12,392,/jforum/captcha/generate/1732240125803.page-304,200,,user1 3-24,,TRUE,,1871,482,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1732240125803.page,391,0,0,,,,,,,Type31,,
1.74E+12,699,/jforum/posts/insert/2.page-303,200,,user1 3-12,text,TRUE,,5298,535,25,150,http://172.26.129.206:8080/jforum/posts/insert/2.page,699,0,0,,,,,,,Type46,,
1.74E+12,712,/jforum/hottestTopics/list.page-377,200,,user2 4-14,text,TRUE,,7327,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,712,0,0,,,,,,,Type36,,
1.74E+12,674,/jforum/user/login.page-684,200,,User2N 6-19,text,TRUE,,6785,552,25,150,http://172.26.129.206:8080/jforum/user/login.page,674,0,8,,,,,,,Type60,,
1.74E+12,700,/jforum/user/insert.page-686,200,,User2N 6-10,text,TRUE,,6649,549,25,150,http://172.26.129.206:8080/jforum/user/insert.page,700,0,0,,,,,,,Type58,,
1.74E+12,707,/jforum/topDownloads/list.page-379,200,,user2 4-11,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,707,0,0,,,,,,,Type55,,
1.74E+12,385,/jforum/ping_session.jsp-396,200,,user2 4-6,text,TRUE,,543,527,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,385,0,0,,,,,,,Type41,,
1.74E+12,700,/jforum/topDownloads/list.page-379,200,,user2 4-10,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,700,0,0,,,,,,,Type55,,
1.74E+12,406,/jforum/captcha/generate/1733112617188.page-694,200,,User2N 6-15,,TRUE,,2539,555,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1733112617188.page,406,0,0,,,,,,,Type31,,
1.74E+12,399,/jforum/user/login.page-306,200,,User1N 5-15,text,TRUE,,6247,549,25,150,http://172.26.129.206:8080/jforum/user/login.page,399,0,0,,,,,,,Type60,,
1.74E+12,399,/jforum/captcha/generate/1732240125803.page-304,200,,user1 3-22,,TRUE,,2218,482,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1732240125803.page,399,0,0,,,,,,,Type31,,
1.74E+12,675,/jforum/captcha/generate/1732240136206.page-312,200,,user1 3-8,,TRUE,,2366,480,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1732240136206.page,675,0,0,,,,,,,Type31,,
1.74E+12,391,/jforum/ping_session.jsp-186,200,,Admin 1-19,text,TRUE,,543,529,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,391,0,0,,,,,,,Type41,,
1.74E+12,393,/jforum/templates/default/images/folder_new.gif-298,200,,User1N 5-12,bin,TRUE,,581,503,25,150,http://172.26.129.206:8080/jforum/templates/default/images/folder_new.gif,393,0,0,,,,,,,Type54,,
1.74E+12,391,/jforum/templates/default/images/button.gif-304,200,,User1N 5-24,bin,TRUE,,540,517,25,150,http://172.26.129.206:8080/jforum/templates/default/images/button.gif,391,0,0,,,,,,,Type54,,
1.74E+12,398,/jforum/posts/insert/2.page-303,200,,user1 3-20,text,TRUE,,5298,535,25,150,http://172.26.129.206:8080/jforum/posts/insert/2.page,398,0,0,,,,,,,Type46,,
1.74E+12,671,/jforum/user/acceptAgreement.page-688,200,,User2N 6-8,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=5AFU-4LBY-6ZSS-CPJ0-5476-3NN3-G4KA-YO5U,259,0,0,,,,,,,Type56,,
1.74E+12,259,/jforum/user/acceptAgreement.page-688-0,302,,User2N 6-8,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,259,0,0,,,,,,,Type56,,
1.74E+12,411,/jforum/user/acceptAgreement.page-688-1,200,,User2N 6-8,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=5AFU-4LBY-6ZSS-CPJ0-5476-3NN3-G4KA-YO5U,411,0,0,,,,,,,Type56,,
1.74E+12,464,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-190,200,,Admin 1-17,text,TRUE,,16270,4498,25,150,http://172.26.129.206:8080/jforum/install.jsp,15,0,0,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-190-0,302,,Admin 1-17,,TRUE,,197,3329,25,150,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,15,0,0,,,,,,,Type38,,
1.74E+12,23,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-190-1,301,,Admin 1-17,text,TRUE,,161,607,25,150,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=UKVN-VIF8-QKA4-J8C8-F80Z-ZIDI-BVV3-VCO4,23,0,0,,,,,,,Type38,,
1.74E+12,419,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-190-2,200,,Admin 1-17,text,TRUE,,15912,562,25,150,http://172.26.129.206:8080/jforum/install.jsp,419,0,24,,,,,,,Type38,,
1.74E+12,704,/jforum/user/insert.page-686,200,,User2N 6-2,text,TRUE,,6649,549,25,150,http://172.26.129.206:8080/jforum/user/insert.page,704,0,0,,,,,,,Type58,,
1.74E+12,391,/jforum/templates/default/images/cellpic3.gif-302,200,,User1N 5-23,bin,TRUE,,480,519,25,150,http://172.26.129.206:8080/jforum/templates/default/images/cellpic3.gif,391,0,0,,,,,,,Type54,,
1.74E+12,400,/jforum/ping_session.jsp-183,200,,Admin 1-20,text,TRUE,,543,533,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,400,0,0,,,,,,,Type41,,
1.74E+12,701,/jforum/user/insert.page-686,200,,User2N 6-3,text,TRUE,,6649,549,25,150,http://172.26.129.206:8080/jforum/user/insert.page,701,0,0,,,,,,,Type58,,
1.74E+12,708,/jforum/hottestTopics/list.page-377,200,,user2 4-19,text,TRUE,,7327,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,708,0,0,,,,,,,Type36,,
1.74E+12,463,/jforum/jforum.page-695,200,,User2N 6-14,text,TRUE,,16270,2315,25,150,http://172.26.129.206:8080/jforum/install.jsp,16,0,0,,,,,,,Type38,,
1.74E+12,16,/jforum/jforum.page-695-0,302,,User2N 6-14,,TRUE,,197,902,25,150,http://172.26.129.206:8080/jforum/jforum.page,16,0,0,,,,,,,Type38,,
1.74E+12,29,/jforum/jforum.page-695-1,301,,User2N 6-14,text,TRUE,,161,729,25,150,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=PIG1-5OOG-IWQT-AMCG-XNWZ-MJ7L-HOL1-WJ2N,29,0,0,,,,,,,Type38,,
1.74E+12,417,/jforum/jforum.page-695-2,200,,User2N 6-14,text,TRUE,,15912,684,25,150,http://172.26.129.206:8080/jforum/install.jsp,417,0,22,,,,,,,Type38,,
1.74E+12,444,/jforum/user/acceptAgreement.page-688,200,,User2N 6-5,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=IOAK-WU9P-YUFF-EHWA-3OGQ-5PZ8-47Y7-A1UD,22,0,0,,,,,,,Type56,,
1.74E+12,22,/jforum/user/acceptAgreement.page-688-0,302,,User2N 6-5,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,22,0,0,,,,,,,Type56,,
1.74E+12,417,/jforum/user/acceptAgreement.page-688-1,200,,User2N 6-5,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=IOAK-WU9P-YUFF-EHWA-3OGQ-5PZ8-47Y7-A1UD,30,0,0,,,,,,,Type56,,
1.74E+12,948,/jforum/admBase/main.page-508,200,,Admin2 2-23,text,TRUE,,6714,1799,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=BETN-TT76-Q9YI-WG4D-2Z1V-BCR0-7TUW-STF9,259,0,0,,,,,,,Type3,,
1.74E+12,259,/jforum/admBase/main.page-508-0,302,,Admin2 2-23,,TRUE,,215,550,25,150,http://172.26.129.206:8080/jforum/admBase/main.page,259,0,0,,,,,,,Type3,,
1.74E+12,262,/jforum/admBase/main.page-508-1,302,,Admin2 2-23,,TRUE,,250,607,25,150,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=BETN-TT76-Q9YI-WG4D-2Z1V-BCR0-7TUW-STF9,262,0,0,,,,,,,Type3,,
1.74E+12,427,/jforum/admBase/main.page-508-2,200,,Admin2 2-23,text,TRUE,,6249,642,25,150,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=BETN-TT76-Q9YI-WG4D-2Z1V-BCR0-7TUW-STF9,427,0,0,,,,,,,Type3,,
1.74E+12,443,/jforum/user/acceptAgreement.page-688,200,,User2N 6-7,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=IBCO-4KUM-H5WJ-3T05-C0CZ-9ICM-H0RP-AL6R,20,0,0,,,,,,,Type56,,
1.74E+12,20,/jforum/user/acceptAgreement.page-688-0,302,,User2N 6-7,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,20,0,0,,,,,,,Type56,,
1.74E+12,422,/jforum/user/acceptAgreement.page-688-1,200,,User2N 6-7,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=IBCO-4KUM-H5WJ-3T05-C0CZ-9ICM-H0RP-AL6R,34,0,0,,,,,,,Type56,,
1.74E+12,396,/jforum/ping_session.jsp-394,200,,user2 4-2,text,TRUE,,543,530,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,396,0,0,,,,,,,Type41,,
