timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,Types,Elapsed,Latency
1.74E+12,29,/jforum/jforum.page-695-0,302,,User2N 6-18,,TRUE,,197,902,25,150,http://172.26.129.206:8080/jforum/jforum.page,29,0,0,,,,,,,Type38,,
1.74E+12,20,/jforum/jforum.page-695-1,301,,User2N 6-18,text,TRUE,,161,729,25,150,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=AAUV-Y7R1-0VOP-M5YS-WMAV-46OU-639X-POXS,20,0,0,,,,,,,Type38,,
1.74E+12,73,/jforum/jforum.page-695-2,200,,User2N 6-18,text,TRUE,,698,684,25,150,http://172.26.129.206:8080/jforum/install.jsp,72,0,7,,,,,,,Type38,,
1.74E+12,26,/jforum/ping_session.jsp-380,200,,user2 4-5,text,TRUE,,543,533,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,26,0,0,,,,,,,Type41,,
1.74E+12,23,/jforum/ping_session.jsp-312,200,,User1N 5-25,text,TRUE,,543,547,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,23,0,0,,,,,,,Type41,,
1.74E+12,27,/jforum/images/transp.gif-154,200,,Admin 1-19,bin,TRUE,,292,483,25,150,http://172.26.129.206:8080/jforum/images/transp.gif,27,0,0,,,,,,,Type37,,
1.74E+12,776,/jforum/captcha/generate/1732240125803.page-304,200,,user1 3-1,,TRUE,,2426,482,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1732240125803.page,775,0,0,,,,,,,Type31,,
1.74E+12,832,/jforum/user/insert.page-315,200,,User1N 5-3,text,TRUE,,6649,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,831,0,0,,,,,,,Type58,,
1.74E+12,237,/jforum/ping_session.jsp-312,200,,User1N 5-23,text,TRUE,,543,547,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,237,0,0,,,,,,,Type41,,
1.74E+12,32,/jforum/ping_session.jsp-147,200,,Admin 1-22,text,TRUE,,543,543,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,32,0,0,,,,,,,Type41,,
1.74E+12,237,/jforum/ping_session.jsp-156,200,,Admin 1-9,text,TRUE,,543,550,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,237,0,0,,,,,,,Type41,,
1.74E+12,1289,/jforum/hottestTopics/list.page-377,200,,user2 4-11,text,TRUE,,7329,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,1288,0,0,,,,,,,Type36,,
1.74E+12,34,/jforum/images/transp.gif-154,200,,Admin 1-17,bin,TRUE,,292,483,25,150,http://172.26.129.206:8080/jforum/images/transp.gif,34,0,0,,,,,,,Type37,,
1.74E+12,30,/jforum/templates/default/images/xml_button.gif-153,200,,Admin 1-15,bin,TRUE,,897,505,25,150,http://172.26.129.206:8080/jforum/templates/default/images/xml_button.gif,30,0,0,,,,,,,Type54,,
1.74E+12,771,/jforum/captcha/generate/1733112617188.page-694,200,,User2N 6-24,,TRUE,,2008,555,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1733112617188.page,771,0,0,,,,,,,Type31,,
1.74E+12,28,/jforum/ping_session.jsp-318,200,,User1N 5-3,text,TRUE,,543,603,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,28,0,0,,,,,,,Type41,,
1.74E+12,29,/jforum/ping_session.jsp-378,200,,user2 4-11,text,TRUE,,543,534,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,29,0,0,,,,,,,Type41,,
1.74E+12,41,/jforum/ping_session.jsp-305,200,,user1 3-1,text,TRUE,,543,530,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,41,0,0,,,,,,,Type41,,
1.74E+12,1083,/jforum/recentTopics/list.page-151,200,,Admin 1-10,text,TRUE,,8422,552,25,150,http://172.26.129.206:8080/jforum/recentTopics/list.page,1083,0,0,,,,,,,Type53,,
1.74E+12,30,/jforum/images/transp.gif-154,200,,Admin 1-15,bin,TRUE,,292,483,25,150,http://172.26.129.206:8080/jforum/images/transp.gif,30,0,0,,,,,,,Type37,,
1.74E+12,833,/jforum/topDownloads/list.page-379,200,,user2 4-4,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,832,0,0,,,,,,,Type55,,
1.74E+12,818,/jforum/topDownloads/list.page-157,200,,Admin 1-6,text,TRUE,,6725,559,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,817,0,0,,,,,,,Type55,,
1.74E+12,2741,/jforum/jforum.page-141,200,,Admin 1-21,text,TRUE,,17712,1517,25,150,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=URNE-N1RN-FQLB-AQ25-GLHK-JTKU-6L9T-PW3Q,1321,0,0,,,,,,,Type38,,
1.74E+12,1321,/jforum/jforum.page-141-0,302,,Admin 1-21,,TRUE,,529,837,25,150,http://172.26.129.206:8080/jforum/jforum.page,1321,0,0,,,,,,,Type38,,
1.74E+12,1419,/jforum/jforum.page-141-1,200,,Admin 1-21,text,TRUE,,17183,680,25,150,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=URNE-N1RN-FQLB-AQ25-GLHK-JTKU-6L9T-PW3Q,1409,0,0,,,,,,,Type38,,
1.74E+12,340,/jforum/jforum.page-695,200,,User2N 6-14,text,TRUE,,1056,2315,25,150,http://172.26.129.206:8080/jforum/install.jsp,242,0,0,,,,,,,Type38,,
1.74E+12,242,/jforum/jforum.page-695-0,302,,User2N 6-14,,TRUE,,197,902,25,150,http://172.26.129.206:8080/jforum/jforum.page,242,0,0,,,,,,,Type38,,
1.74E+12,17,/jforum/jforum.page-695-1,301,,User2N 6-14,text,TRUE,,161,729,25,150,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=CJUN-93Q8-GO4B-M0M1-PBX6-M6BZ-QN22-SSW1,17,0,0,,,,,,,Type38,,
1.74E+12,81,/jforum/jforum.page-695-2,200,,User2N 6-14,text,TRUE,,698,684,25,150,http://172.26.129.206:8080/jforum/install.jsp,81,0,8,,,,,,,Type38,,
1.74E+12,149,/jforum/jforum.page-695,200,,User2N 6-19,text,TRUE,,1056,2315,25,150,http://172.26.129.206:8080/jforum/install.jsp,35,0,0,,,,,,,Type38,,
1.74E+12,35,/jforum/jforum.page-695-0,302,,User2N 6-19,,TRUE,,197,902,25,150,http://172.26.129.206:8080/jforum/jforum.page,35,0,0,,,,,,,Type38,,
1.74E+12,25,/jforum/jforum.page-695-1,301,,User2N 6-19,text,TRUE,,161,729,25,150,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=AR8Y-49A1-R8O9-8FLV-E185-BOIY-Z3Q3-M351,24,0,0,,,,,,,Type38,,
1.74E+12,89,/jforum/jforum.page-695-2,200,,User2N 6-19,text,TRUE,,698,684,25,150,http://172.26.129.206:8080/jforum/install.jsp,89,0,9,,,,,,,Type38,,
1.74E+12,822,/jforum/forums/show/2.page-301,200,,user1 3-20,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,822,0,0,,,,,,,Type34,,
1.74E+12,347,/jforum/jforum.page-695,200,,User2N 6-15,text,TRUE,,1056,2315,25,150,http://172.26.129.206:8080/jforum/install.jsp,236,0,0,,,,,,,Type38,,
1.74E+12,236,/jforum/jforum.page-695-0,302,,User2N 6-15,,TRUE,,197,902,25,150,http://172.26.129.206:8080/jforum/jforum.page,236,0,0,,,,,,,Type38,,
1.74E+12,20,/jforum/jforum.page-695-1,301,,User2N 6-15,text,TRUE,,161,729,25,150,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=WU2J-8JIJ-6VP5-YG8O-3NDU-3ZCB-WF4Q-YSMX,20,0,0,,,,,,,Type38,,
1.74E+12,91,/jforum/jforum.page-695-2,200,,User2N 6-15,text,TRUE,,698,684,25,150,http://172.26.129.206:8080/jforum/install.jsp,91,0,9,,,,,,,Type38,,
1.74E+12,1384,/jforum/user/acceptAgreement.page-313,200,,User1N 5-7,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=TRF7-F8DR-IUIT-80HV-SFAU-NOQU-LAW2-ULT3,521,0,0,,,,,,,Type56,,
1.74E+12,521,/jforum/user/acceptAgreement.page-313-0,302,,User1N 5-7,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,521,0,0,,,,,,,Type56,,
1.74E+12,863,/jforum/user/acceptAgreement.page-313-1,200,,User1N 5-7,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=TRF7-F8DR-IUIT-80HV-SFAU-NOQU-LAW2-ULT3,857,0,0,,,,,,,Type56,,
1.74E+12,22,/jforum/templates/default/images/icon_mini_members.gif-146,200,,Admin 1-21,bin,TRUE,,468,506,25,150,http://172.26.129.206:8080/jforum/templates/default/images/icon_mini_members.gif,22,0,0,,,,,,,Type54,,
1.74E+12,928,/jforum/hottestTopics/list.page-377,200,,user2 4-23,text,TRUE,,7329,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,928,0,0,,,,,,,Type36,,
1.74E+12,24,/jforum/ping_session.jsp-302,200,,user1 3-20,text,TRUE,,543,529,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,,,,,,Type41,,
1.74E+12,839,/jforum/admBase/menu.page-507,200,,Admin2 2-17,text,TRUE,,5605,566,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,839,0,0,,,,,,,Type4,,
1.74E+12,839,/jforum/admBase/login.page-506,200,,Admin2 2-13,text,TRUE,,927,568,25,150,http://172.26.129.206:8080/jforum/admBase/login.page,839,0,0,,,,,,,Type2,,
1.74E+12,1469,/jforum/admBase/main.page-508,200,,Admin2 2-6,text,TRUE,,179895,566,25,150,http://172.26.129.206:8080/jforum/admBase/main.page,1398,0,0,,,,,,,Type3,,
1.74E+12,862,/jforum/user/insert.page-315,200,,User1N 5-1,text,TRUE,,6649,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,861,0,0,,,,,,,Type58,,
1.74E+12,907,/jforum/hottestTopics/list.page-377,200,,user2 4-12,text,TRUE,,7329,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,907,0,0,,,,,,,Type36,,
1.74E+12,820,/jforum/captcha/generate/1733112617188.page-694,200,,User2N 6-25,,TRUE,,6694,555,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1733112617188.page,820,0,0,,,,,,,Type31,,
1.74E+12,20,/jforum/ping_session.jsp-318,200,,User1N 5-1,text,TRUE,,543,603,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,20,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-509,200,,Admin2 2-6,text,TRUE,,543,564,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,1421,/jforum/forums/list.page-504,200,,Admin2 2-10,text,TRUE,,17183,568,25,150,http://172.26.129.206:8080/jforum/forums/list.page,1409,0,0,,,,,,,Type32,,
1.74E+12,25,/jforum/ping_session.jsp-378,200,,user2 4-12,text,TRUE,,543,534,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,,,,,,Type41,,
1.74E+12,873,/jforum/user/insert.page-381,200,,user2 4-1,text,TRUE,,6649,536,25,150,http://172.26.129.206:8080/jforum/user/insert.page,873,0,0,,,,,,,Type58,,
1.74E+12,856,/jforum/user/insert.page-381,200,,user2 4-8,text,TRUE,,6649,536,25,150,http://172.26.129.206:8080/jforum/user/insert.page,855,0,0,,,,,,,Type58,,
1.74E+12,1505,/jforum/admBase/main.page-508,200,,Admin2 2-1,text,TRUE,,179895,566,25,150,http://172.26.129.206:8080/jforum/admBase/main.page,1405,0,0,,,,,,,Type3,,
1.74E+12,854,/jforum/topDownloads/list.page-379,200,,user2 4-14,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,854,0,0,,,,,,,Type55,,
1.74E+12,925,/jforum/hottestTopics/list.page-377,200,,user2 4-3,text,TRUE,,7329,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,924,0,0,,,,,,,Type36,,
1.74E+12,22,/jforum/ping_session.jsp-382,200,,user2 4-8,text,TRUE,,543,527,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,20,/jforum/ping_session.jsp-509,200,,Admin2 2-1,text,TRUE,,543,564,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,20,0,0,,,,,,,Type41,,
1.74E+12,19,/jforum/ping_session.jsp-380,200,,user2 4-14,text,TRUE,,543,533,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,19,0,0,,,,,,,Type41,,
1.74E+12,935,/jforum/recentTopics/list.page-151,200,,Admin 1-14,text,TRUE,,8422,552,25,150,http://172.26.129.206:8080/jforum/recentTopics/list.page,934,0,0,,,,,,,Type53,,
1.74E+12,864,/jforum/captcha/generate/1732240125803.page-304,200,,user1 3-5,,TRUE,,7259,482,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1732240125803.page,863,0,0,,,,,,,Type31,,
1.74E+12,1202,/jforum/forums/list.page-504,200,,Admin2 2-24,text,TRUE,,17183,568,25,150,http://172.26.129.206:8080/jforum/forums/list.page,1195,0,0,,,,,,,Type32,,
1.74E+12,1541,/jforum/user/acceptAgreement.page-313,200,,User1N 5-9,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=P8ND-5BKW-UN9O-SBCN-LPPT-93OG-A2KC-126E,697,0,0,,,,,,,Type56,,
1.74E+12,697,/jforum/user/acceptAgreement.page-313-0,302,,User1N 5-9,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,697,0,0,,,,,,,Type56,,
1.74E+12,843,/jforum/user/acceptAgreement.page-313-1,200,,User1N 5-9,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=P8ND-5BKW-UN9O-SBCN-LPPT-93OG-A2KC-126E,841,0,0,,,,,,,Type56,,
1.74E+12,858,/jforum/admBase/menu.page-507,200,,Admin2 2-8,text,TRUE,,5605,566,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,857,0,0,,,,,,,Type4,,
1.74E+12,862,/jforum/user/insert.page-315,200,,User1N 5-15,text,TRUE,,6649,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,862,0,0,,,,,,,Type58,,
1.74E+12,886,/jforum/user/insert.page-315,200,,User1N 5-10,text,TRUE,,6649,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,885,0,0,,,,,,,Type58,,
1.74E+12,886,/jforum/topDownloads/list.page-379,200,,user2 4-16,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,886,0,0,,,,,,,Type55,,
1.74E+12,920,/jforum/hottestTopics/list.page-377,200,,user2 4-13,text,TRUE,,7329,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,919,0,0,,,,,,,Type36,,
1.74E+12,19,/jforum/ping_session.jsp-318,200,,User1N 5-15,text,TRUE,,543,603,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,19,0,0,,,,,,,Type41,,
1.74E+12,19,/jforum/ping_session.jsp-318,200,,User1N 5-10,text,TRUE,,543,603,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,19,0,0,,,,,,,Type41,,
1.74E+12,841,/jforum/admBase/menu.page-507,200,,Admin2 2-7,text,TRUE,,5605,566,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,841,0,0,,,,,,,Type4,,
1.74E+12,842,/jforum/forums/show/2.page-301,200,,user1 3-15,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,841,0,0,,,,,,,Type34,,
1.74E+12,17,/jforum/ping_session.jsp-380,200,,user2 4-16,text,TRUE,,543,533,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,,,,,,Type41,,
1.74E+12,17,/jforum/ping_session.jsp-378,200,,user2 4-13,text,TRUE,,543,534,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,,,,,,Type41,,
1.74E+12,880,/jforum/user/insert.page-381,200,,user2 4-6,text,TRUE,,6649,536,25,150,http://172.26.129.206:8080/jforum/user/insert.page,879,0,0,,,,,,,Type58,,
1.74E+12,849,/jforum/posts/insert/2.page-303,200,,user1 3-10,text,TRUE,,5298,535,25,150,http://172.26.129.206:8080/jforum/posts/insert/2.page,849,0,0,,,,,,,Type46,,
1.74E+12,919,/jforum/recentTopics/list.page-151,200,,Admin 1-12,text,TRUE,,8422,552,25,150,http://172.26.129.206:8080/jforum/recentTopics/list.page,919,0,0,,,,,,,Type53,,
1.74E+12,875,/jforum/admBase/menu.page-507,200,,Admin2 2-15,text,TRUE,,5605,566,25,150,http://172.26.129.206:8080/jforum/admBase/menu.page,874,0,0,,,,,,,Type4,,
1.74E+12,2077,/jforum/jforum.page-141,200,,Admin 1-25,text,TRUE,,17712,1517,25,150,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=QZ5E-AV7W-TKT2-R4HV-FYK5-LK7O-099T-PVYQ,960,0,0,,,,,,,Type38,,
1.74E+12,960,/jforum/jforum.page-141-0,302,,Admin 1-25,,TRUE,,529,837,25,150,http://172.26.129.206:8080/jforum/jforum.page,960,0,0,,,,,,,Type38,,
1.74E+12,1117,/jforum/jforum.page-141-1,200,,Admin 1-25,text,TRUE,,17183,680,25,150,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=QZ5E-AV7W-TKT2-R4HV-FYK5-LK7O-099T-PVYQ,1109,0,0,,,,,,,Type38,,
1.74E+12,854,/jforum/posts/insert/2.page-303,200,,user1 3-7,text,TRUE,,5298,535,25,150,http://172.26.129.206:8080/jforum/posts/insert/2.page,853,0,0,,,,,,,Type46,,
1.74E+12,1572,/jforum/user/acceptAgreement.page-313,200,,User1N 5-17,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=S2OU-5ANW-0PNO-6M1M-E7EN-8RHU-V9EA-23BO,701,0,0,,,,,,,Type56,,
1.74E+12,701,/jforum/user/acceptAgreement.page-313-0,302,,User1N 5-17,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,701,0,0,,,,,,,Type56,,
1.74E+12,871,/jforum/user/acceptAgreement.page-313-1,200,,User1N 5-17,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=S2OU-5ANW-0PNO-6M1M-E7EN-8RHU-V9EA-23BO,869,0,0,,,,,,,Type56,,
1.74E+12,1570,/jforum/user/acceptAgreement.page-313,200,,User1N 5-18,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=ZIGL-MVAY-PEV2-7GJF-PD3U-4QWM-O5X7-ZWYX,717,0,0,,,,,,,Type56,,
1.74E+12,717,/jforum/user/acceptAgreement.page-313-0,302,,User1N 5-18,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,717,0,0,,,,,,,Type56,,
1.74E+12,852,/jforum/user/acceptAgreement.page-313-1,200,,User1N 5-18,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=ZIGL-MVAY-PEV2-7GJF-PD3U-4QWM-O5X7-ZWYX,852,0,0,,,,,,,Type56,,
1.74E+12,242,/jforum/ping_session.jsp-152,200,,Admin 1-10,text,TRUE,,543,549,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,242,0,0,,,,,,,Type41,,
1.74E+12,894,/jforum/topDownloads/list.page-379,200,,user2 4-7,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,894,0,0,,,,,,,Type55,,
1.74E+12,873,/jforum/captcha/generate/1733112617188.page-694,200,,User2N 6-22,,TRUE,,1677,555,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1733112617188.page,873,0,0,,,,,,,Type31,,
1.74E+12,236,/jforum/ping_session.jsp-380,200,,user2 4-4,text,TRUE,,543,533,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,236,0,0,,,,,,,Type41,,
1.74E+12,234,/jforum/ping_session.jsp-158,200,,Admin 1-6,text,TRUE,,543,549,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,234,0,0,,,,,,,Type41,,
1.74E+12,859,/jforum/topDownloads/list.page-379,200,,user2 4-2,text,TRUE,,5655,543,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,859,0,0,,,,,,,Type55,,
1.74E+12,917,/jforum/recentTopics/list.page-151,200,,Admin 1-13,text,TRUE,,8422,552,25,150,http://172.26.129.206:8080/jforum/recentTopics/list.page,917,0,0,,,,,,,Type53,,
1.74E+12,930,/jforum/recentTopics/list.page-151,200,,Admin 1-20,text,TRUE,,8422,552,25,150,http://172.26.129.206:8080/jforum/recentTopics/list.page,930,0,0,,,,,,,Type53,,
1.74E+12,854,/jforum/posts/insert/2.page-303,200,,user1 3-9,text,TRUE,,5298,535,25,150,http://172.26.129.206:8080/jforum/posts/insert/2.page,854,0,0,,,,,,,Type46,,
1.74E+12,1058,/jforum/forums/list.page-504,200,,Admin2 2-25,text,TRUE,,17183,568,25,150,http://172.26.129.206:8080/jforum/forums/list.page,1050,0,0,,,,,,,Type32,,
1.74E+12,852,/jforum/admBase/login.page-506,200,,Admin2 2-11,text,TRUE,,927,568,25,150,http://172.26.129.206:8080/jforum/admBase/login.page,852,0,0,,,,,,,Type2,,
1.74E+12,1153,/jforum/admBase/main.page-508,200,,Admin2 2-3,text,TRUE,,179925,566,25,150,http://172.26.129.206:8080/jforum/admBase/main.page,1072,0,0,,,,,,,Type3,,
1.74E+12,850,/jforum/forums/show/2.page-301,200,,user1 3-17,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,850,0,0,,,,,,,Type34,,
1.74E+12,850,/jforum/captcha/generate/1733112617188.page-694,200,,User2N 6-20,,TRUE,,2296,555,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1733112617188.page,850,0,0,,,,,,,Type31,,
1.74E+12,1614,/jforum/user/acceptAgreement.page-313,200,,User1N 5-5,text,TRUE,,7672,1165,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=SM5B-CRYZ-I23L-BEK4-221C-B5A9-ST6Q-935R,756,0,0,,,,,,,Type56,,
1.74E+12,756,/jforum/user/acceptAgreement.page-313-0,302,,User1N 5-5,,TRUE,,213,559,25,150,http://172.26.129.206:8080/jforum/user/acceptAgreement.page,756,0,0,,,,,,,Type56,,
1.74E+12,858,/jforum/user/acceptAgreement.page-313-1,200,,User1N 5-5,text,TRUE,,7459,606,25,150,http://172.26.129.206:8080/jforum/user/insert.page?OWASP_CSRFTOKEN=SM5B-CRYZ-I23L-BEK4-221C-B5A9-ST6Q-935R,847,0,0,,,,,,,Type56,,
1.74E+12,24,/jforum/ping_session.jsp-152,200,,Admin 1-20,text,TRUE,,543,549,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,,,,,,Type41,,
1.74E+12,239,/jforum/ping_session.jsp-147,200,,Admin 1-21,text,TRUE,,543,543,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,239,0,0,,,,,,,Type41,,
1.74E+12,20,/jforum/ping_session.jsp-505,200,,Admin2 2-25,text,TRUE,,543,563,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,20,0,0,,,,,,,Type41,,
1.74E+12,237,/jforum/ping_session.jsp-378,200,,user2 4-23,text,TRUE,,543,534,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,237,0,0,,,,,,,Type41,,
1.74E+12,1686,/jforum/recentTopics/list.page-151,200,,Admin 1-18,text,TRUE,,8422,552,25,150,http://172.26.129.206:8080/jforum/recentTopics/list.page,1686,0,0,,,,,,,Type53,,
1.74E+12,864,/jforum/captcha/generate/1733111461498.page-319,200,,User1N 5-4,,TRUE,,2908,555,25,150,http://172.26.129.206:8080/jforum/captcha/generate/1733111461498.page,864,0,0,,,,,,,Type31,,
1.74E+12,30,/jforum/ping_session.jsp-509,200,,Admin2 2-3,text,TRUE,,543,564,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,30,0,0,,,,,,,Type41,,
1.74E+12,30,/jforum/ping_session.jsp-302,200,,user1 3-17,text,TRUE,,543,529,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,30,0,0,,,,,,,Type41,,
1.74E+12,882,/jforum/posts/insert/2.page-303,200,,user1 3-12,text,TRUE,,5298,535,25,150,http://172.26.129.206:8080/jforum/posts/insert/2.page,882,0,0,,,,,,,Type46,,
1.74E+12,923,/jforum/recentTopics/list.page-151,200,,Admin 1-16,text,TRUE,,8422,552,25,150,http://172.26.129.206:8080/jforum/recentTopics/list.page,922,0,0,,,,,,,Type53,,
1.74E+12,23,/jforum/templates/default/images/xml_button.gif-153,200,,Admin 1-20,bin,TRUE,,897,505,25,150,http://172.26.129.206:8080/jforum/templates/default/images/xml_button.gif,23,0,0,,,,,,,Type54,,
1.74E+12,932,/jforum/hottestTopics/list.page-377,200,,user2 4-19,text,TRUE,,7329,543,25,150,http://172.26.129.206:8080/jforum/hottestTopics/list.page,931,0,0,,,,,,,Type36,,
1.74E+12,864,/jforum/topDownloads/list.page-157,200,,Admin 1-2,text,TRUE,,6725,559,25,150,http://172.26.129.206:8080/jforum/topDownloads/list.page,858,0,0,,,,,,,Type55,,
1.74E+12,979,/jforum/forums/list.page-306,200,,user1 3-4,text,TRUE,,17118,533,25,150,http://172.26.129.206:8080/jforum/forums/list.page,970,0,0,,,,,,,Type32,,
1.74E+12,22,/jforum/ping_session.jsp-152,200,,Admin 1-18,text,TRUE,,543,549,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,234,/jforum/ping_session.jsp-505,200,,Admin2 2-10,text,TRUE,,543,563,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,234,0,0,,,,,,,Type41,,
1.74E+12,25,/jforum/ping_session.jsp-152,200,,Admin 1-16,text,TRUE,,543,549,25,150,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,,,,,,Type41,,
1.74E+12,1083,/jforum/forums/list.page-504,200,,Admin2 2-22,text,TRUE,,17183,568,25,150,http://172.26.129.206:8080/jforum/forums/list.page,1075,0,0,,,,,,,Type32,,
1.74E+12,831,/jforum/forums/show/2.page-301,200,,user1 3-14,text,TRUE,,5275,534,25,150,http://172.26.129.206:8080/jforum/forums/show/2.page,831,0,0,,,,,,,Type34,,
1.74E+12,22,/jforum/images/transp.gif-154,200,,Admin 1-20,bin,TRUE,,292,483,25,150,http://172.26.129.206:8080/jforum/images/transp.gif,22,0,0,,,,,,,Type37,,
